time_sec,frame_index,hand_index,hand_label,hand_score,wrist_world_x (m),wrist_world_y (m),wrist_world_z (m),thumb_cmc_world_x (m),thumb_cmc_world_y (m),thumb_cmc_world_z (m),thumb_mcp_world_x (m),thumb_mcp_world_y (m),thumb_mcp_world_z (m),thumb_ip_world_x (m),thumb_ip_world_y (m),thumb_ip_world_z (m),thumb_tip_world_x (m),thumb_tip_world_y (m),thumb_tip_world_z (m),index_finger_mcp_world_x (m),index_finger_mcp_world_y (m),index_finger_mcp_world_z (m),index_finger_pip_world_x (m),index_finger_pip_world_y (m),index_finger_pip_world_z (m),index_finger_dip_world_x (m),index_finger_dip_world_y (m),index_finger_dip_world_z (m),index_finger_tip_world_x (m),index_finger_tip_world_y (m),index_finger_tip_world_z (m),middle_finger_mcp_world_x (m),middle_finger_mcp_world_y (m),middle_finger_mcp_world_z (m),middle_finger_pip_world_x (m),middle_finger_pip_world_y (m),middle_finger_pip_world_z (m),middle_finger_dip_world_x (m),middle_finger_dip_world_y (m),middle_finger_dip_world_z (m),middle_finger_tip_world_x (m),middle_finger_tip_world_y (m),middle_finger_tip_world_z (m),ring_finger_mcp_world_x (m),ring_finger_mcp_world_y (m),ring_finger_mcp_world_z (m),ring_finger_pip_world_x (m),ring_finger_pip_world_y (m),ring_finger_pip_world_z (m),ring_finger_dip_world_x (m),ring_finger_dip_world_y (m),ring_finger_dip_world_z (m),ring_finger_tip_world_x (m),ring_finger_tip_world_y (m),ring_finger_tip_world_z (m),pinky_mcp_world_x (m),pinky_mcp_world_y (m),pinky_mcp_world_z (m),pinky_pip_world_x (m),pinky_pip_world_y (m),pinky_pip_world_z (m),pinky_dip_world_x (m),pinky_dip_world_y (m),pinky_dip_world_z (m),pinky_tip_world_x (m),pinky_tip_world_y (m),pinky_tip_world_z (m)
0.0,1,0,left,0.7740523219108582,-0.08358025550842285,0.006873546168208122,0.003632753388956189,-0.06201572343707085,-0.006273385137319565,-0.0013718585250899196,-0.0415378212928772,-0.024125225841999054,-0.002649459755048156,-0.016305478289723396,-0.04736264795064926,-0.009576845914125443,-0.0009956303983926773,-0.06423350423574448,-0.009273862466216087,-0.003043161705136299,-0.008133619092404842,-0.005998327396810055,0.024701613932847977,-0.015773797407746315,-0.0015858840197324753,0.0445951372385025,-0.01784231886267662,0.0007022141362540424,0.06776533275842667,-0.02614433690905571,0.0009085197816602886,-0.00042290997225791216,-0.0006564330542460084,0.001086483825929463,0.0344751700758934,-0.0007599499076604843,0.004205629695206881,0.061555955559015274,-0.012445259839296341,0.006882647983729839,0.0870840921998024,-0.022873802110552788,0.005259388126432896,0.004037722945213318,0.006784116383641958,0.003115026280283928,0.027343060821294785,0.007042509503662586,0.0054298886097967625,0.04789663106203079,0.0018660817295312881,0.005860442295670509,0.07309288531541824,-0.00922572985291481,0.00462588295340538,-0.006084924563765526,0.009490505792200565,0.006762773729860783,0.01473400741815567,0.007799252867698669,0.0032798093743622303,0.02890746295452118,0.008771469816565514,0.00557279959321022,0.04784274846315384,0.0013365764170885086,0.0049089170061051846
0.03333333333333333,2,0,right,0.572441577911377,-0.08898865431547165,0.00928478129208088,0.002640056423842907,-0.06345723569393158,-0.008787529543042183,0.004588874988257885,-0.041604164987802505,-0.024889059364795685,0.010018540546298027,-0.012160273268818855,-0.0440656840801239,0.0070452503859996796,0.008930006995797157,-0.062003474682569504,0.015991687774658203,-0.0020644082687795162,-0.010223857127130032,0.006047564093023539,0.03090175986289978,-0.01554599404335022,0.008152124471962452,0.05169297382235527,-0.01960248500108719,0.0067751361057162285,0.0728641226887703,-0.024518199265003204,-0.004350737202912569,0.0011340632336214185,-0.0014422284439206123,0.004835824947804213,0.03657250106334686,0.004268274176865816,0.0014741170452907681,0.061009522527456284,-0.001007900107651949,-0.0006325838039629161,0.0901961475610733,-0.0013989973813295364,-0.003224150277674198,0.00241776742041111,0.009426246397197247,-0.005004055332392454,0.027558553963899612,0.010440608486533165,-0.008973040618002415,0.049038100987672806,0.009141442365944386,-0.01179471891373396,0.07328102737665176,0.007078127004206181,-0.018589703366160393,-0.010399030521512032,0.011452453210949898,-0.010141944512724876,0.007068215869367123,0.014412308111786842,-0.014918641187250614,0.02350422367453575,0.01684114895761013,-0.01888132095336914,0.04234693944454193,0.012546969577670097,-0.02537943609058857
0.06666666666666667,3,0,right,0.9063162803649902,-0.09331611543893814,0.005434459075331688,0.018173737451434135,-0.06852959096431732,-0.019743552431464195,0.008295495994389057,-0.0463506281375885,-0.038991477340459824,0.0003819903649855405,-0.019852042198181152,-0.055242668837308884,-0.012189553119242191,0.00336263794451952,-0.06936536729335785,-0.013569919392466545,0.0009440281428396702,-0.025362269952893257,0.005265900399535894,0.03297232836484909,-0.029131123796105385,0.0007622364209964871,0.05088648200035095,-0.032371360808610916,-0.00994014646857977,0.06824962794780731,-0.03800995275378227,-0.03311169147491455,0.004638466984033585,-0.003898044116795063,0.005097084678709507,0.04213957116007805,-0.00013002008199691772,-0.005200553219765425,0.0632038563489914,-0.0031335484236478806,-0.022834178060293198,0.08272693306207657,-0.004017827101051807,-0.03968076407909393,0.0002770151477307081,0.017180319875478745,-0.003254130482673645,0.026888970285654068,0.021372105926275253,-0.018055109307169914,0.04472070559859276,0.02334749512374401,-0.03670831397175789,0.06350153684616089,0.024101534858345985,-0.05545328930020332,-0.016113214194774628,0.02985721081495285,-0.011241589672863483,0.004019085317850113,0.03680014982819557,-0.02007795311510563,0.019687077030539513,0.0396774485707283,-0.03326652944087982,0.03299839049577713,0.03836537152528763,-0.04961249604821205
0.1,4,0,left,0.6809417605400085,-0.08379733562469482,0.0022125504910945892,0.005035358481109142,-0.06085026636719704,-0.015065377578139305,-0.0008453989285044372,-0.039136216044425964,-0.029560785740613937,0.0013553487369790673,-0.012964258901774883,-0.053356658667325974,-0.005118310451507568,0.00836205668747425,-0.07140651345252991,0.0017828198615461588,-0.0022896723821759224,-0.013324194587767124,-0.005283350124955177,0.02533513307571411,-0.019148793071508408,-0.0003140803019050509,0.04609565809369087,-0.020673034712672234,-9.833654621616006e-05,0.06749524176120758,-0.025316476821899414,-0.004293917678296566,-0.00048480526311323047,-0.0011341131757944822,0.001314815366640687,0.031684208661317825,0.005185236223042011,0.001637726672925055,0.05595952644944191,-0.000596383586525917,-0.0010213913628831506,0.07905896753072739,-0.0037040598690509796,-0.007570119574666023,0.004006677772849798,0.010016403160989285,0.002885751659050584,0.025940842926502228,0.013249463401734829,0.0033619748428463936,0.04248882457613945,0.017093364149332047,-0.00042403218685649335,0.06675199419260025,0.012162085622549057,-0.011473217979073524,-0.007679617032408714,0.015135149471461773,0.005660123657435179,0.01178477518260479,0.02000279538333416,-0.00022929285478312522,0.019991392269730568,0.03050791472196579,-0.0034986489918082952,0.03669106215238571,0.027834905311465263,-0.014838050119578838
0.1,4,1,right,0.8638920783996582,-0.090180903673172,0.007678719237446785,0.016535785049200058,-0.06840607523918152,-0.018530935049057007,0.008367512375116348,-0.04384496808052063,-0.037661533802747726,0.00035632221261039376,-0.018610909581184387,-0.05387965217232704,-0.011357053183019161,0.005411326885223389,-0.07089102268218994,-0.016722625121474266,0.0013784063048660755,-0.024231763556599617,0.006134222727268934,0.031094873324036598,-0.029148070141673088,0.0007670794730074704,0.04869817942380905,-0.033772654831409454,-0.009222935885190964,0.06407279521226883,-0.040122129023075104,-0.03238832950592041,0.004548374563455582,-0.004222707357257605,0.00503472751006484,0.04044333100318909,-0.0032116712536662817,-0.0030284912791103125,0.061466116458177567,-0.005435150116682053,-0.02102089859545231,0.07901866734027863,-0.008216125890612602,-0.03872404620051384,0.0005862943362444639,0.016717664897441864,-0.0032559940591454506,0.027943965047597885,0.0220174677670002,-0.014310904778540134,0.048237599432468414,0.023066747933626175,-0.03454636409878731,0.06517031043767929,0.02162962220609188,-0.05365791916847229,-0.01561669446527958,0.02907739020884037,-0.011072519235312939,0.0012607153039425611,0.03701166808605194,-0.018625149503350258,0.014147400856018066,0.040998104959726334,-0.03530239686369896,0.02330779656767845,0.039511557668447495,-0.05373373627662659
0.13333333333333333,5,0,right,0.8128818273544312,-0.09091775119304657,0.00826511811465025,0.020765395835042,-0.06936778873205185,-0.018998486921191216,0.009721101261675358,-0.04477621987462044,-0.038702063262462616,-0.002495978958904743,-0.019626133143901825,-0.0554015189409256,-0.017851412296295166,0.005409331992268562,-0.07171137630939484,-0.02599579095840454,0.0011014314368367195,-0.025182213634252548,0.004437652882188559,0.03128185123205185,-0.029321972280740738,-0.0021620739717036486,0.048474617302417755,-0.0341901034116745,-0.012157328426837921,0.0639156699180603,-0.040211230516433716,-0.03562268242239952,0.00478010531514883,-0.004340982995927334,0.004839782137423754,0.04218289256095886,-0.004101471044123173,-0.0036150459200143814,0.0613841749727726,-0.007566273212432861,-0.02228291891515255,0.07882364839315414,-0.011563215404748917,-0.04152004048228264,0.0009797512320801616,0.01723337732255459,-0.0021884304005652666,0.029112929478287697,0.02102845348417759,-0.013317684642970562,0.04870268702507019,0.02074171043932438,-0.03388041630387306,0.06471516191959381,0.019105710089206696,-0.054899927228689194,-0.01574898511171341,0.030505618080496788,-0.008571070618927479,0.0018606958910822868,0.03990429639816284,-0.016126973554491997,0.014600060880184174,0.04499243199825287,-0.03315702825784683,0.02026379108428955,0.04515838250517845,-0.05135142058134079
0.16666666666666666,6,0,right,0.9315043687820435,-0.08687213063240051,0.0005830619484186172,0.01702778972685337,-0.05983508378267288,-0.02164529822766781,0.004737906623631716,-0.04277077317237854,-0.0385013222694397,-0.0024629784747958183,-0.021378042176365852,-0.06014600023627281,-0.01861705258488655,0.0035932324826717377,-0.07526737451553345,-0.021353768184781075,-0.0016651386395096779,-0.025675823912024498,0.0031409827060997486,0.029138874262571335,-0.02943706326186657,0.004041606094688177,0.04805564135313034,-0.033030055463314056,-0.008078706450760365,0.06618671119213104,-0.03697378188371658,-0.037453267723321915,0.0032557423692196608,-0.004101685248315334,0.0052558910101652145,0.03784907981753349,-0.0006392057985067368,-0.004750316962599754,0.06033403053879738,-0.005854809656739235,-0.028999824076890945,0.08301981538534164,-0.011336779221892357,-0.05808165296912193,0.001668265089392662,0.018026266247034073,-0.0010018673492595553,0.02453271672129631,0.019966082647442818,-0.016187451779842377,0.03941895812749863,0.024523552507162094,-0.04337267577648163,0.058234695345163345,0.022661369293928146,-0.07316116243600845,-0.013837190344929695,0.029540367424488068,-0.010861644521355629,0.0004714569076895714,0.036647696048021317,-0.02047060802578926,0.007053568959236145,0.046393703669309616,-0.038136936724185944,0.017702972516417503,0.045544568449258804,-0.06633327901363373
0.16666666666666666,6,1,right,0.8819841742515564,-0.09287537634372711,0.007103142328560352,0.025069355964660645,-0.07047627121210098,-0.018714439123868942,0.011450327932834625,-0.04719259589910507,-0.037460826337337494,-0.000407918356359005,-0.020257113501429558,-0.054078031331300735,-0.019147738814353943,0.004601053893566132,-0.06900396198034286,-0.028105653822422028,0.001574396388605237,-0.026140429079532623,0.003931502345949411,0.030940670520067215,-0.030566055327653885,-0.005523758940398693,0.04750122129917145,-0.03548526391386986,-0.015075655654072762,0.061997488141059875,-0.04236344248056412,-0.04083287715911865,0.004585048649460077,-0.004127491265535355,0.004929529037326574,0.04322485625743866,-0.0030490346252918243,-0.004707773681730032,0.06221022456884384,-0.006883420515805483,-0.023349644616246223,0.07963155210018158,-0.011072707362473011,-0.04178442806005478,0.0013642199337482452,0.017277561128139496,-0.0023608808405697346,0.029380612075328827,0.020621296018362045,-0.014207003638148308,0.04808614403009415,0.01970432884991169,-0.03316715359687805,0.06494313478469849,0.017656387761235237,-0.052303627133369446,-0.016157928854227066,0.030134521424770355,-0.009086762554943562,0.002181574935093522,0.039855990558862686,-0.016622887924313545,0.01717655174434185,0.04424867033958435,-0.03387829661369324,0.024256331846117973,0.045061200857162476,-0.05474914610385895
0.2,7,0,right,0.9520410299301147,-0.09442584961652756,0.006428701803088188,0.020936062559485435,-0.07158071547746658,-0.019095968455076218,0.008387872949242592,-0.050091858953237534,-0.0385664664208889,-0.004248159937560558,-0.023716185241937637,-0.05534477159380913,-0.020009547472000122,0.0009861327707767487,-0.07223661988973618,-0.02769726701080799,0.00032990169711411,-0.027066722512245178,0.00428963964805007,0.029806729406118393,-0.03201594576239586,-0.0065969619899988174,0.04622937738895416,-0.03696467727422714,-0.01851111650466919,0.06004639342427254,-0.043286215513944626,-0.04865455999970436,0.0050504389218986034,-0.00471153249964118,0.00553987268358469,0.04151067137718201,-0.0038104457780718803,-0.005332108121365309,0.06206319481134415,-0.00794228259474039,-0.027776027098298073,0.07997304946184158,-0.012016324326395988,-0.049946464598178864,0.0016157343052327633,0.01784767396748066,-0.0025444692000746727,0.028696592897176743,0.01977553404867649,-0.015062806196510792,0.046503081917762756,0.019472017884254456,-0.03542729467153549,0.0633804127573967,0.017235618084669113,-0.05945926159620285,-0.015929734334349632,0.031098870560526848,-0.009663091972470284,0.0029096072539687157,0.04068674519658089,-0.016260433942079544,0.019637474790215492,0.044688038527965546,-0.033311374485492706,0.029837891459465027,0.04312964901328087,-0.052721645683050156
0.23333333333333334,8,0,right,0.9580234289169312,-0.09342515468597412,0.009048518724739552,0.022613871842622757,-0.07138850539922714,-0.018305381760001183,0.008993584662675858,-0.050046153366565704,-0.03637683019042015,-0.004556705243885517,-0.02418295107781887,-0.05454756319522858,-0.02269907295703888,0.0014228629879653454,-0.0682327002286911,-0.03382100537419319,-0.00013889395631849766,-0.027502652257680893,0.0036517835687845945,0.028920192271471024,-0.03116358444094658,-0.007339105475693941,0.04495470970869064,-0.0353446900844574,-0.01843058317899704,0.05825311318039894,-0.04093283414840698,-0.047335416078567505,0.004689343273639679,-0.004449001979082823,0.005697133485227823,0.04204725846648216,-0.0036065084859728813,-0.005427648779004812,0.06129711493849754,-0.007611116394400597,-0.026670562103390694,0.0782589539885521,-0.01269141398370266,-0.049477074295282364,0.0017580275889486074,0.017157386988401413,-0.0017353029688820243,0.029462430626153946,0.02010396681725979,-0.014230191707611084,0.04881080985069275,0.01824106276035309,-0.03317989781498909,0.06520645320415497,0.01618161052465439,-0.053338803350925446,-0.01499718613922596,0.030431030318140984,-0.008867419324815273,0.0029681511223316193,0.04169848561286926,-0.015181002207100391,0.02048182114958763,0.045891355723142624,-0.031899593770504,0.031752005219459534,0.04590258002281189,-0.051681842654943466
