frame_idx,tag_id,coord_frame,v0_x,v0_y,v0_z,v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,v3_x,v3_y,v3_z,v4_x,v4_y,v4_z,v5_x,v5_y,v5_z,v6_x,v6_y,v6_z,v7_x,v7_y,v7_z
0,1,camera,-0.7097165584564209,0.7554141283035278,1.3996319770812988,-0.9376554489135742,0.6808052062988281,1.340586543083191,-0.8149349093437195,0.35883820056915283,1.2736690044403076,-0.5869960188865662,0.4334471523761749,1.3327144384384155,-0.7231691479682922,0.7338224649429321,1.4788472652435303,-0.9511080384254456,0.6592134833335876,1.4198018312454224,-0.8283874988555908,0.33724653720855713,1.352884292602539,-0.6004486083984375,0.4118554890155792,1.411929726600647
1,1,camera,-0.7104468941688538,0.7557960748672485,1.4005481004714966,-0.9383155703544617,0.6810214519500732,1.34144127368927,-0.8153712749481201,0.35909852385520935,1.2747231721878052,-0.5875025987625122,0.43387311697006226,1.3338299989700317,-0.7239196300506592,0.7342325448989868,1.4797676801681519,-0.9517883062362671,0.6594579815864563,1.4206608533859253,-0.8288440108299255,0.33753502368927,1.3539427518844604,-0.6009753346443176,0.4123096168041229,1.413049578666687
2,1,camera,-0.7091962099075317,0.7551174759864807,1.3992338180541992,-0.9373607635498047,0.6804578304290771,1.341131329536438,-0.8147534132003784,0.3586718440055847,1.2731443643569946,-0.5865888595581055,0.4333314895629883,1.3312468528747559,-0.7222675085067749,0.7333945631980896,1.478477120399475,-0.9504320621490479,0.658734917640686,1.4203746318817139,-0.8278247117996216,0.3369489312171936,1.3523876667022705,-0.5996601581573486,0.4116085469722748,1.4104901552200317
3,1,camera,-0.7087554931640625,0.7549837827682495,1.398065447807312,-0.9369941353797913,0.6801367402076721,1.3404977321624756,-0.8143758773803711,0.35829412937164307,1.2727991342544556,-0.5861372351646423,0.43314120173454285,1.330366849899292,-0.7216732501983643,0.7333815097808838,1.4773668050765991,-0.949911892414093,0.6585344672203064,1.4197990894317627,-0.8272936344146729,0.33669185638427734,1.3521004915237427,-0.5990549921989441,0.41153889894485474,1.409668207168579
4,1,camera,-0.708360493183136,0.7548776268959045,1.3981434106826782,-0.9367173314094543,0.6804790496826172,1.3404632806777954,-0.8146616816520691,0.3584568500518799,1.2726020812988281,-0.5863049030303955,0.43285542726516724,1.330282211303711,-0.7213404774665833,0.7332499027252197,1.4774277210235596,-0.9496972560882568,0.6588513255119324,1.4197475910186768,-0.8276416659355164,0.33682912588119507,1.3518863916397095,-0.599284827709198,0.4112277030944824,1.4095665216445923
5,1,camera,-0.7085543274879456,0.7547094821929932,1.3977611064910889,-0.9366388916969299,0.6799790263175964,1.3394361734390259,-0.8139173984527588,0.3581453561782837,1.2718820571899414,-0.5858328938484192,0.4328758120536804,1.330207109451294,-0.7217234373092651,0.7330539226531982,1.4770066738128662,-0.9498079419136047,0.6583234667778015,1.4186816215515137,-0.8270865082740784,0.33648979663848877,1.3511276245117188,-0.599001944065094,0.4112202525138855,1.4094525575637817
6,1,camera,-0.7087070345878601,0.7547323107719421,1.3977243900299072,-0.936697781085968,0.6799603700637817,1.339086651802063,-0.8138236403465271,0.35815170407295227,1.2716913223266602,-0.5858328938484192,0.4329236149787903,1.3303290605545044,-0.7219800353050232,0.7330721616744995,1.4769513607025146,-0.9499707818031311,0.6583002209663391,1.4183136224746704,-0.8270966410636902,0.33649152517318726,1.3509182929992676,-0.5991058945655823,0.41126346588134766,1.4095560312271118
7,1,camera,-0.7088303565979004,0.754841685295105,1.3975389003753662,-0.9368515014648438,0.6799845695495605,1.3391286134719849,-0.8139854073524475,0.3581218123435974,1.2719770669937134,-0.5859642624855042,0.4329789876937866,1.3303873538970947,-0.7220481038093567,0.7332602143287659,1.4767965078353882,-0.9500692486763,0.6584030389785767,1.4183862209320068,-0.8272031545639038,0.3365403413772583,1.3512346744537354,-0.5991820096969604,0.4113974869251251,1.4096449613571167
8,1,camera,-0.7087514996528625,0.7546108961105347,1.397596836090088,-0.9366326332092285,0.6798356175422668,1.338538646697998,-0.8135818839073181,0.35810595750808716,1.2710881233215332,-0.5857008695602417,0.432881236076355,1.330146312713623,-0.7221457362174988,0.7328861355781555,1.476785659790039,-0.9500267505645752,0.6581108570098877,1.4177274703979492,-0.8269761204719543,0.3363812267780304,1.3502769470214844,-0.5990949869155884,0.41115647554397583,1.4093351364135742
9,1,camera,-0.7087297439575195,0.754791259765625,1.3972092866897583,-0.9366455078125,0.68006831407547,1.3382186889648438,-0.8138508200645447,0.3580494523048401,1.2716882228851318,-0.5859349966049194,0.43277236819267273,1.3306788206100464,-0.7221887707710266,0.7332879900932312,1.476447582244873,-0.9501045942306519,0.6585650444030762,1.4174569845199585,-0.8273098468780518,0.3365461826324463,1.3509265184402466,-0.5993940830230713,0.4112691283226013,1.4099171161651611
