time_sec,frame_index,hand_label_0,hand_label_1,hand_score_0,hand_score_1,rot_vec_x_0,rot_vec_y_0,rot_vec_z_0,rot_vec_x_1,rot_vec_y_1,rot_vec_z_1
0.0,1,left,,0.9942165613174438,,1.8921597671053916,1.5340976610616308,0.01972223748240008,,,
0.0333333333333333,2,left,,0.9965462684631348,,1.9736435504767735,1.6078352676823582,-0.07918869836661285,,,
0.0666666666666666,3,left,,0.9955362677574158,,1.9557334035847833,1.6135501619455173,-0.13952430695998141,,,
0.1,4,left,,0.9950072765350342,,1.9678675895598017,1.6382094972366816,-0.12862708550390772,,,
0.1333333333333333,5,left,,0.9962897300720216,,1.898381328158868,1.5997920850287983,-0.11251569690164759,,,
0.1666666666666666,6,left,,0.9948353171348572,,1.9911702441595225,1.6244496738644312,-0.1265058505112728,,,
0.2,7,left,,0.9962770342826844,,1.8888217770720415,1.5939310791951948,-0.16458778193934864,,,
0.2333333333333333,8,left,,0.9970459938049316,,1.9103297945328763,1.5803882788921013,-0.05228883817711128,,,
0.2666666666666666,9,left,,0.9961917996406556,,1.9384937895126815,1.6103710637964217,-0.14220827024172658,,,
0.3,10,left,,0.9960401654243468,,1.9694272770093517,1.6404590396191743,-0.1620776410600119,,,
0.3333333333333333,11,left,,0.9965382814407348,,1.911441826370722,1.602176803043664,-0.08829061014837149,,,
0.3666666666666666,12,left,,0.9973058700561525,,2.0081671264184378,1.6193483558319393,-0.09820257286926255,,,
0.4,13,left,,0.9963919520378112,,1.9112822842059307,1.6005645768109982,-0.048975323111132764,,,
0.4333333333333333,14,left,,0.9954106211662292,,1.8954640100423705,1.5932349697154313,-0.154908028377708,,,
0.4666666666666667,15,left,,0.9964056611061096,,1.8604481898469707,1.5729636893325158,-0.03601081937126359,,,
0.5,16,left,,0.9963486790657043,,2.0026191271607834,1.6539565299171755,-0.13913504356874218,,,
0.5333333333333333,17,left,,0.9960052967071532,,1.9041345947762274,1.5839647668299213,0.013323693894092018,,,
0.5666666666666667,18,left,,0.9961475133895874,,1.8407836473559533,1.5630349838862014,-0.014907457802250721,,,
0.6,19,left,,0.996019184589386,,1.9601936575790968,1.6320331743874428,-0.07001292178092501,,,
0.6333333333333333,20,left,,0.9955688118934632,,1.847690601533123,1.5570310369849811,-0.0645047592686772,,,
0.6666666666666666,21,left,,0.996139407157898,,1.893900417093652,1.5729053819441177,0.004607740004336767,,,
0.7,22,left,,0.9972251653671264,,1.9069002029062685,1.5965650391876174,-0.1083150275927648,,,
0.7333333333333333,23,left,,0.9957751035690308,,1.836889923045725,1.5434491547065428,0.06724081032225009,,,
0.7666666666666667,24,left,,0.9954164624214172,,2.0147915089954145,1.6040247845670879,-0.13618654480931025,,,
0.8,25,right,left,0.9956599473953248,0.9972687363624572,-0.8286756752631723,1.1074931260971803,2.1474026622557245,1.979027281537118,1.5531529603215413,-0.22261779132161705
0.8333333333333334,26,right,left,0.9956410527229308,0.9950897693634032,-0.7887175297925143,1.1730534387931106,2.1156894634254364,1.8636442237054598,1.4537747393982465,-0.20350742715517978
0.8666666666666667,27,right,left,0.9951318502426147,0.9946120977401732,-0.8207466310879733,1.2212932203695896,2.1118980281858506,2.04501253561654,1.4190641279581098,-0.3936341104659128
0.9,28,right,left,0.9956350326538086,0.9944922924041748,-0.7934219781879414,1.2080551694450647,2.1754657105607174,1.9936211135022972,1.3063899662109597,-0.4893961260716699
0.9333333333333332,29,right,left,0.9939168095588684,0.9926203489303588,-0.8422774563974458,1.1271126512009866,2.321248494174324,2.1170685279640398,1.2112502011716073,-0.49114142088518126
0.9666666666666668,30,right,left,0.9951976537704468,0.9904289245605468,-0.90910235911013,1.1592195874627909,2.3100617493666706,2.2544687398329177,1.1372263689323825,-0.5875151045271889
