time_sec,frame_index,hand_index,hand_label,hand_score,quat_w,quat_x,quat_y,quat_z
0.0,1,0,left,0.7740523219108582,-0.3659470130233857,0.9294159749024415,-0.04757397013165297,0.0023337997598202346
0.0333333333333333,2,0,right,0.572441577911377,0.06950821187658354,0.9957503319134453,-0.059887006623807956,0.007964384070566986
0.0666666666666666,3,0,right,0.9063162803649902,-0.004257698611037282,0.9966894808206602,-0.047446438505271166,-0.06588464386445418
0.1,4,0,left,0.6809417605400085,-0.24640033501265893,0.9687039405726161,-0.02493577516322409,-0.016666059574599313
0.1,4,1,right,0.8638920783996582,0.02117593335603971,0.9960375301550213,-0.06082303958536568,-0.06133005971611899
0.1333333333333333,5,0,right,0.8128818273544312,-0.01821472308091607,0.9943708273805891,-0.0662708233239226,-0.08064154942396394
0.1666666666666666,6,0,right,0.9315043687820436,-0.06057928242795577,0.9957217374233165,-0.02968853151192423,-0.06314240460951298
0.1666666666666666,6,1,right,0.8819841742515564,-0.02974631287348076,0.9928148459719488,-0.059455115506851126,-0.09949335519619176
0.2,7,0,right,0.9520410299301147,-0.038563181241827504,0.9948021205224767,-0.05816171539058799,-0.07415414296799376
0.2333333333333333,8,0,right,0.9580234289169312,-0.05408756217273514,0.9926418192067795,-0.0720749913669429,-0.0808823219221666
0.2666666666666666,9,0,right,0.9499815106391908,-0.052839905051072784,0.9878116123538205,-0.08752250880253463,-0.11737109263378866
0.3,10,0,right,0.9643139839172364,-0.027104143075404357,0.9909628366747154,-0.07387636658306851,-0.10862920518089748
0.3333333333333333,11,0,right,0.968807339668274,-0.02195733869565143,0.9932587156284799,-0.07721945162359452,-0.08361910903865324
0.3666666666666666,12,0,right,0.9478239417076112,-0.04407639703327207,0.9915690543559371,-0.09059406379355517,-0.08149108708077876
0.4,13,0,right,0.9595752954483032,-0.0025995234312550888,0.993891580361447,-0.09232611576586675,-0.060404116682089094
0.4333333333333333,14,0,right,0.970305860042572,-0.04297002816693978,0.9902920379404463,-0.1064587880807313,-0.07836952667632922
0.4666666666666667,15,0,right,0.9636080265045166,-0.010895351502527113,0.990084440724469,-0.10242177983066744,-0.09551895396867639
0.5,16,0,right,0.9610689282417296,-0.01625077214884274,0.9905117561978536,-0.11208243934115648,-0.07784535971877914
0.5333333333333333,17,0,right,0.9709650278091432,-0.028219840732955095,0.990674059646333,-0.10544800939356495,-0.08154302819858335
0.5666666666666667,18,0,right,0.9692739248275756,-0.011728562579015053,0.991354284130557,-0.10208129095378622,-0.08159984186889997
0.6,19,0,right,0.9504146575927734,-0.03012404156662426,0.9896798261698264,-0.09895598439427036,-0.09916701540691569
0.6333333333333333,20,0,right,0.9309614896774292,-0.05260540764914265,0.985586971667721,-0.09228451373702437,-0.13166077961655578
0.6666666666666666,21,0,right,0.9345810413360596,-0.036341752857438736,0.9888132679121708,-0.09644070297895473,-0.10782758927578542
0.7,22,0,right,0.8852302432060242,-0.0679440822365574,0.9873279084370705,-0.08428031514721983,-0.11603461289200305
0.7333333333333333,23,0,right,0.9027827978134156,-0.06354866262419895,0.9864233175396601,-0.09449149091233963,-0.11832989579091902
0.7666666666666667,24,0,right,0.9090472459793092,-0.05837521200194568,0.9880728427440413,-0.09403528104680765,-0.10705960010146176
0.8,25,0,right,0.8909503221511841,-0.06341078099785419,0.9868929939330726,-0.09764291494807593,-0.11174592851420306
0.8333333333333334,26,0,right,0.8999766707420349,-0.056645042126826764,0.9904837714798548,-0.08316215805822015,-0.09390044251542407
0.8666666666666667,27,0,right,0.9248770475387572,-0.057699719750478974,0.988008062512788,-0.088545666977141,-0.11256320717719555
0.9,28,0,right,0.9049472808837892,-0.03077476670623044,0.9846386376477099,-0.06774289460232785,-0.15795748547104987
0.9,28,1,right,0.9373908042907716,-0.05414932596902601,0.9905825919107918,-0.08299205975182887,-0.09447908296838298
0.9333333333333332,29,0,right,0.9170126914978028,-0.05492332149053023,0.989396356725815,-0.0825020426774387,-0.10616822033066906
0.9666666666666668,30,0,right,0.8261217474937439,-0.06412460670988311,0.9844623610052979,-0.06504228937934887,-0.14997131449203915
0.9666666666666668,30,1,right,0.9290097951889038,-0.06565186436491556,0.9887601269721626,-0.08215598872306161,-0.10627152738311288
1.0,31,0,right,0.9354076385498048,-0.06424921791254522,0.9880646522310469,-0.08080410200226956,-0.11432837840524783
1.0333333333333334,32,0,right,0.944654941558838,-0.0594616647023021,0.9909428338525138,-0.07357646755771921,-0.09530537177362172
1.0666666666666669,33,0,right,0.9373604655265808,-0.06636186761491263,0.988085156299761,-0.0771373865949435,-0.11547142510612735
1.1,34,0,right,0.9221129417419434,-0.07119589206016608,0.9868297309024047,-0.07977439793155892,-0.12138481204624453
1.1333333333333333,35,0,right,0.9266520738601683,-0.05186912395316815,0.9908741645317561,-0.07282158215489268,-0.10087121103805202
1.1666666666666667,36,0,right,0.9476760625839232,-0.05493312092231447,0.9923134092284621,-0.07206147315638219,-0.08428282255390379
1.2,37,0,right,0.9278818964958192,-0.056679543558843574,0.9894072305763014,-0.07565863970654646,-0.11016592786814682
1.2333333333333334,38,0,right,0.9262033104896544,-0.07227392645576938,0.9890336901097039,-0.07901266854658391,-0.10171449056941703
1.2666666666666666,39,0,right,0.921894669532776,-0.08816097009706983,0.9891571886964609,-0.07854300925895938,-0.08733095154757534
1.3,40,0,right,0.9071491360664368,-0.07208204679385899,0.9920365800041804,-0.08330140003475363,-0.061061274273201176
1.3333333333333333,41,0,right,0.8884677886962891,-0.10153477118515492,0.9866958873589049,-0.08653812330420607,-0.09291431173068819
