time_sec,frame_index,hand_label_0,hand_label_1,hand_score_0,hand_score_1,quat_w_0,quat_x_0,quat_y_0,quat_z_0,quat_w_1,quat_x_1,quat_y_1,quat_z_1
0.0,1,left,,0.9906708002090454,,0.15109814776012928,0.7463005278665956,0.6477366996226143,-0.0253385045237919,,,,
0.0333333333333333,2,right,left,0.987472653388977,0.9912189245224,0.5969556640224016,0.06937934832643923,0.11668460776319271,0.7907054720491835,0.14871379265576642,0.742107062996727,0.6535063237414728,-0.009528890502830033
0.0666666666666666,3,right,left,0.9962469339370728,0.9870596528053284,0.5969742611279334,0.08103502794225494,0.1333876679707343,0.7869325166940843,0.1437504271219565,0.7439787800867004,0.6524414221643474,-0.012311788136733138
0.1,4,right,left,0.9945940971374512,0.9860754013061525,0.5993599693035598,0.0812834083464871,0.1288323624136304,0.7858516762843591,0.14732070064477867,0.7436276009242269,0.6518955251302478,-0.01862328167559629
0.1333333333333333,5,right,left,0.9942821860313416,0.9911205172538756,0.5945748507570603,0.06718909778172125,0.12325251052361924,0.7916913480871968,0.1652627389169106,0.7450578610368818,0.6458817439995432,-0.020341671537418497
0.1666666666666666,6,right,left,0.9945202469825744,0.9867178201675416,0.5964425663452416,0.0728006192653843,0.12849663614643864,0.7889518042219869,0.14733909658574645,0.7466427683870083,0.6477591778433752,-0.034983060934610226
0.2,7,right,left,0.9954827427864076,0.990517258644104,0.6011631011085243,0.06859387795421619,0.12352098884588128,0.7865369483293966,0.1506120733548676,0.7448163053962373,0.6498392357271415,-0.01654213665797714
0.2333333333333333,8,right,left,0.9948076605796814,0.98651385307312,0.5963056141808937,0.06967777523459787,0.12139168631995764,0.7904610557308318,0.14502863787367998,0.7442754010530556,0.6516836377260126,-0.018145465108649433
0.2666666666666666,9,right,left,0.9940840601921082,0.9905998706817628,0.596047304265579,0.07820418063366548,0.1333216142842291,0.7879321445237532,0.16543669210862424,0.7425107091919834,0.6485118588680521,-0.027219782270946843
0.3,10,right,left,0.9941871166229248,0.9932910203933716,0.596353392804331,0.07105695811282882,0.1341561932509461,0.7882357866824685,0.15113099899294824,0.7421935984322818,0.6526012887104856,-0.02048515469669685
0.3333333333333333,11,right,left,0.9960390329360962,0.9913825988769532,0.6000124338480413,0.08160302228613357,0.12222298798076615,0.7863762249652341,0.14594606405256183,0.745268968094567,0.6497816734203521,-0.032522122776219985
0.3666666666666666,12,right,left,0.9947669506072998,0.9913146495819092,0.5971622862205543,0.07322833941636506,0.11965207188762128,0.7897583148756092,0.1517813790607057,0.746537680667755,0.6469023659732914,-0.034076872095263985
0.4,13,right,left,0.9945458173751832,0.989534854888916,0.6017592583738864,0.08033200320807979,0.13094033467222044,0.7837647561467753,0.18182423403899964,0.7422779456694883,0.6446541691785549,-0.01960615845907697
0.4333333333333333,14,right,left,0.994842767715454,0.9856165647506714,0.602479549461414,0.07725833066850324,0.12440669862141333,0.7845842951278139,0.16075650119604318,0.7441582821824103,0.6483363316232946,-0.00676753129141885
0.4666666666666667,15,right,left,0.9957034587860109,0.9946847558021544,0.5991532467722149,0.07202923719851255,0.1198872368264532,0.7883236811849761,0.15249242053996392,0.7436391063919313,0.6501259638744242,-0.03291158183410895
0.5,16,right,left,0.9956587553024292,0.9853159785270692,0.5997116747757518,0.0839873366340261,0.1291212366305685,0.7852513869289109,0.1554489539552633,0.743257002010629,0.6502111771399366,-0.025101330615811723
0.5333333333333333,17,right,left,0.9934971332550048,0.9955111742019652,0.6003760778113915,0.0731513087867938,0.13025134258357945,0.7856411642536076,0.15702987457582498,0.7423587449547309,0.6507604959981906,-0.027493437910275375
0.5666666666666667,18,right,left,0.9959179162979126,0.992082417011261,0.599604727159199,0.08005089430963046,0.12654868329838562,0.7861624871768021,0.15312721414797648,0.745032312879028,0.6486779118866459,-0.02637945571437275
0.6,19,right,left,0.9946948885917664,0.9944204092025756,0.6024723220951965,0.07794684238129565,0.13067925483580675,0.7835013230541259,0.16907377529360373,0.73822632657938,0.6525246988493563,-0.02544536587749478
0.6333333333333333,20,right,left,0.995602011680603,0.9931908249855042,0.6005820924038274,0.07059577948536276,0.12113912792451498,0.7871738676355958,0.16478856688097698,0.7487040342168723,0.6419047859277227,-0.015660241881234997
0.6666666666666666,21,right,left,0.9959470629692078,0.9891594052314758,0.6008414952082712,0.07273974375180291,0.1258144974893612,0.7860465250456301,0.15115767876268935,0.7558060939007312,0.6356946912893969,-0.0424354102145034
